Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units,GC=F,CL=F,BZ=F,NG=F,RB=F
04/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1348.300048828125,89.02999877929688,99.83000183105469,4.309999942779541,2.43530011177063
07/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1347.5999755859375,87.4800033569336,99.25,4.104000091552734,2.450500011444092
08/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1363.4000244140625,86.94000244140625,99.91999816894531,4.039999961853027,2.4941999912261963
09/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1364.800048828125,86.70999908447266,101.81999969482422,4.044000148773193,2.5260000228881836
10/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1361.9000244140625,86.7300033569336,100.87000274658203,3.9860000610351562,2.4697999954223633
11/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1359.9000244140625,85.58000183105469,101.43000030517578,3.9100000858306885,2.4651999473571777
14/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1364.5999755859375,84.80999755859375,103.08000183105469,3.924999952316284,2.517400026321411
15/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1373.5999755859375,84.31999969482422,101.63999938964844,3.9760000705718994,2.488800048828125
16/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1374.699951171875,84.98999786376953,103.77999877929688,3.9210000038146973,2.5446999073028564
17/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1384.699951171875,86.36000061035156,102.58999633789062,3.868000030517578,2.5276999473571777
18/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1388.199951171875,86.19999694824219,102.5199966430664,3.875999927520752,2.551300048828125
22/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1400.5,93.56999969482422,105.77999877929688,3.867000102996826,2.602099895477295
23/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1413.4000244140625,98.0999984741211,111.25,3.9000000953674316,2.714900016784668
24/02/2011,13.081,229.3,4.22,4.95,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1415.300048828125,97.27999877929688,111.36000061035156,3.7929999828338623,2.7167000770568848
25/02/2011,13.081,229.3,4.22,4.95,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1408.699951171875,97.87999725341797,112.13999938964844,4.005000114440918,2.739500045776367
28/02/2011,13.081,229.3,4.22,4.95,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.342,315.0,517.0,1409.300048828125,96.97000122070312,111.80000305175781,4.0370001792907715,2.729599952697754
01/03/2011,13.259,240.3,4.22,4.95,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1430.699951171875,99.62999725341797,115.41999816894531,3.872999906539917,2.9834001064300537
02/03/2011,13.259,240.3,4.22,4.95,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1437.199951171875,102.2300033569336,116.3499984741211,3.818000078201294,3.0295000076293945
03/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1416.0,101.91000366210938,114.79000091552734,3.7780001163482666,3.02620005607605
04/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1428.199951171875,104.41999816894531,115.97000122070312,3.809000015258789,3.0464000701904297
07/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1434.0999755859375,105.44000244140625,115.04000091552734,3.927000045776367,3.0039000511169434
08/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1426.9000244140625,105.0199966430664,113.05999755859375,3.864000082015991,2.946700096130371
09/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1429.300048828125,104.37999725341797,115.94000244140625,3.930000066757202,3.0271999835968018
10/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1412.199951171875,102.69999694824219,115.43000030517578,3.8299999237060547,3.0195999145507812
11/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1421.5,101.16000366210938,113.83999633789062,3.8889999389648438,2.9876999855041504
14/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1424.5999755859375,101.19000244140625,113.66999816894531,3.9140000343322754,2.9602999687194824
15/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1392.5999755859375,97.18000030517578,108.5199966430664,3.940999984741211,2.8029000759124756
16/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1396.0,97.9800033569336,110.62000274658203,3.937999963760376,2.8436999320983887
17/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1404.0,101.41999816894531,114.9000015258789,4.1579999923706055,2.9505999088287354
18/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1415.9000244140625,101.06999969482422,113.93000030517578,4.168000221252441,2.949399948120117
21/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1426.199951171875,102.33000183105469,114.95999908447266,4.160999774932861,2.9974000453948975
22/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1427.5,104.0,115.69999694824219,4.254000186920166,3.004499912261963
23/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1437.9000244140625,105.75,115.55000305175781,4.335000038146973,3.0213000774383545
24/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1434.800048828125,105.5999984741211,115.72000122070312,4.24399995803833,3.044800043106079
25/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1426.0999755859375,105.4000015258789,115.58999633789062,4.4029998779296875,3.0445001125335693
28/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1419.800048828125,103.9800033569336,114.80000305175781,4.374000072479248,3.027400016784668
29/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1416.0,104.79000091552734,114.80000305175781,4.239999771118164,3.045799970626831
30/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1423.800048828125,104.2699966430664,115.12999725341797,4.355000019073486,3.063999891281128
31/03/2011,13.259,240.3,4.09,4.86,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.974,315.0,600.0,1438.9000244140625,106.72000122070312,117.36000061035156,4.388999938964844,3.107599973678589
01/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1428.0999755859375,107.94000244140625,118.69999694824219,4.361999988555908,3.1512999534606934
04/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1432.199951171875,108.47000122070312,121.05999755859375,4.289000034332275,3.168800115585327
05/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1451.800048828125,108.33999633789062,122.22000122070312,4.230999946594238,3.2012999057769775
06/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1457.699951171875,108.83000183105469,122.30000305175781,4.145999908447266,3.1928999423980713
07/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1458.5,110.30000305175781,122.66999816894531,4.057000160217285,3.186500072479248
08/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1473.4000244140625,112.79000091552734,126.6500015258789,4.040999889373779,3.260699987411499
11/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1467.4000244140625,109.91999816894531,123.9800033569336,4.107999801635742,3.200500011444092
12/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1452.9000244140625,106.25,120.91999816894531,4.0980000495910645,3.164099931716919
13/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1454.9000244140625,107.11000061035156,122.87999725341797,4.140999794006348,3.2423999309539795
14/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1471.699951171875,108.11000061035156,122.36000061035156,4.211999893188477,3.2346999645233154
15/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1485.300048828125,109.66000366210938,123.44999694824219,4.203999996185303,3.2892000675201416
18/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1492.300048828125,107.12000274658203,121.61000061035156,4.138000011444092,3.2527999877929688
19/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1494.5,108.1500015258789,121.33000183105469,4.26200008392334,3.233099937438965
20/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1498.300048828125,111.44999694824219,121.33000183105469,4.309999942779541,3.2772998809814453
21/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1503.199951171875,112.29000091552734,123.98999786376953,4.4120001792907715,3.3085999488830566
25/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1508.5999755859375,112.27999877929688,123.66000366210938,4.388999938964844,3.3229000568389893
26/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1503.0,112.20999908447266,124.13999938964844,4.38700008392334,3.3571999073028564
27/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1516.699951171875,112.76000213623047,125.12999725341797,4.376999855041504,3.4193999767303467
28/04/2011,13.326,217.1,3.97,4.78,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1530.800048828125,112.86000061035156,125.0199966430664,4.571000099182129,3.429800033569336
29/04/2011,13.326,217.1,3.97,4.78,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.006,309.46,554.0,1556.0,113.93000030517578,125.88999938964844,4.697999954223633,3.4647998809814453
02/05/2011,12.28,230.2,3.97,4.78,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1556.699951171875,113.5199966430664,125.12000274658203,4.692999839782715,3.347899913787842
03/05/2011,12.28,230.2,3.97,4.78,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1540.0999755859375,111.05000305175781,122.44999694824219,4.670000076293945,3.329400062561035
04/05/2011,12.28,230.2,3.97,4.78,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1514.9000244140625,109.23999786376953,121.19000244140625,4.577000141143799,3.322499990463257
05/05/2011,12.28,230.2,3.89,4.71,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1480.9000244140625,99.80000305175781,110.80000305175781,4.261000156402588,3.095400094985962
06/05/2011,12.28,230.2,3.89,4.71,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1491.199951171875,97.18000030517578,109.12999725341797,4.235000133514404,3.090100049972534
09/05/2011,12.28,230.2,3.89,4.71,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1502.9000244140625,102.55000305175781,115.9000015258789,4.1539998054504395,3.27839994430542
10/05/2011,12.28,230.2,3.89,4.71,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1516.5999755859375,103.87999725341797,117.62999725341797,4.245999813079834,3.379699945449829
11/05/2011,12.28,230.2,3.89,4.71,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1501.0999755859375,98.20999908447266,112.56999969482422,4.181000232696533,3.12280011177063
12/05/2011,12.28,230.2,3.82,4.63,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1506.5999755859375,98.97000122070312,112.9800033569336,4.193999767303467,3.0638999938964844
13/05/2011,12.28,230.2,3.82,4.63,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1493.4000244140625,99.6500015258789,113.83000183105469,4.245999813079834,3.074399948120117
16/05/2011,12.28,230.2,3.82,4.63,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1490.4000244140625,97.37000274658203,112.7300033569336,4.317999839782715,2.9310998916625977
17/05/2011,12.28,230.2,3.82,4.63,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1479.800048828125,96.91000366210938,109.98999786376953,4.182000160217285,2.919300079345703
18/05/2011,12.28,230.2,3.82,4.63,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1495.5999755859375,100.0999984741211,112.30000305175781,4.197999954223633,2.9554998874664307
19/05/2011,12.28,230.2,3.8,4.61,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1492.199951171875,98.44000244140625,111.41999816894531,4.093999862670898,2.9260001182556152
20/05/2011,12.28,230.2,3.8,4.61,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1508.800048828125,99.48999786376953,112.38999938964844,4.230000019073486,2.935800075531006
23/05/2011,12.28,230.2,3.8,4.61,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1515.300048828125,97.69999694824219,110.0999984741211,4.3460001945495605,2.9381000995635986
24/05/2011,12.28,230.2,3.8,4.61,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1523.199951171875,99.58999633789062,112.52999877929688,4.34499979019165,2.992799997329712
25/05/2011,12.28,230.2,3.8,4.61,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1526.5999755859375,101.31999969482422,114.93000030517578,4.379000186920166,3.016200065612793
26/05/2011,12.28,230.2,3.78,4.6,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1522.800048828125,100.2300033569336,115.05000305175781,4.326000213623047,3.04830002784729
27/05/2011,12.28,230.2,3.78,4.6,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1536.300048828125,100.58999633789062,115.02999877929688,4.51800012588501,3.0920000076293945
31/05/2011,12.28,230.2,3.78,4.6,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.46,561.0,1535.9000244140625,102.69999694824219,116.7300033569336,4.665999889373779,3.150399923324585
01/06/2011,11.886,224.7,3.78,4.6,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1542.4000244140625,100.29000091552734,114.52999877929688,4.629000186920166,2.977299928665161
02/06/2011,11.886,224.7,3.74,4.55,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1532.0,100.4000015258789,115.54000091552734,4.794000148773193,2.9677000045776367
03/06/2011,11.886,224.7,3.74,4.55,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1541.699951171875,100.22000122070312,115.83999633789062,4.706999778747559,2.9930999279022217
06/06/2011,11.886,224.7,3.74,4.55,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1546.5,99.01000213623047,114.4800033569336,4.827000141143799,2.949899911880493
07/06/2011,11.886,224.7,3.74,4.55,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1543.300048828125,99.08999633789062,116.77999877929688,4.830999851226807,2.9918999671936035
08/06/2011,11.886,224.7,3.74,4.55,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1538.0999755859375,100.73999786376953,117.8499984741211,4.8470001220703125,2.9786999225616455
09/06/2011,11.886,224.7,3.68,4.49,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1542.0999755859375,101.93000030517578,119.56999969482422,4.673999786376953,3.039799928665161
10/06/2011,11.886,224.7,3.68,4.49,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1528.5999755859375,99.29000091552734,118.77999877929688,4.756999969482422,3.017699956893921
13/06/2011,11.886,224.7,3.68,4.49,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1515.0,97.30000305175781,119.0999984741211,4.645999908447266,2.996799945831299
14/06/2011,11.886,224.7,3.68,4.49,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1523.800048828125,99.37000274658203,120.16000366210938,4.580999851226807,3.0645999908447266
15/06/2011,11.886,224.7,3.68,4.49,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1525.5999755859375,94.80999755859375,117.0999984741211,4.577000141143799,2.9235000610351562
16/06/2011,11.886,224.7,3.67,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1529.300048828125,94.94999694824219,114.0199966430664,4.4120001792907715,2.949399948120117
17/06/2011,11.886,224.7,3.67,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1538.5999755859375,93.01000213623047,113.20999908447266,4.324999809265137,2.946000099182129
20/06/2011,11.886,224.7,3.67,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1541.5,93.26000213623047,111.69000244140625,4.316999912261963,2.9114999771118164
21/06/2011,11.886,224.7,3.67,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1546.0,93.4000015258789,110.94999694824219,4.388000011444092,2.8826000690460205
22/06/2011,11.886,224.7,3.67,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1552.9000244140625,95.41000366210938,114.20999908447266,4.316999912261963,2.973299980163574
23/06/2011,11.886,224.7,3.69,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1520.0999755859375,91.0199966430664,107.26000213623047,4.192999839782715,2.837599992752075
24/06/2011,11.886,224.7,3.69,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1500.5,91.16000366210938,105.12000274658203,4.229000091552734,2.776599884033203
27/06/2011,11.886,224.7,3.69,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1496.0,90.61000061035156,105.98999786376953,4.25600004196167,2.807499885559082
28/06/2011,11.886,224.7,3.69,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1499.699951171875,92.88999938964844,108.77999877929688,4.35699987411499,2.8896000385284424
29/06/2011,11.886,224.7,3.69,4.5,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1509.9000244140625,94.7699966430664,112.4000015258789,4.315000057220459,3.009700059890747
30/06/2011,11.886,224.7,3.69,4.51,139384.0,9.1,3.156841568622,0.09,-49882.0,225.722,1963.4,9176.7,94.0493,454746.0,301.0,139.859,309.46,608.0,1502.300048828125,95.41999816894531,112.4800033569336,4.374000072479248,3.031599998474121
01/07/2011,12.72,227.9,3.69,4.51,139524.0,9.0,3.156841568622,0.07,-46070.0,225.922,1996.0,9338.7,94.4958,459477.0,296.0,139.72799999999998,311.77,623.0,1482.300048828125,94.94000244140625,111.7699966430664,4.310999870300293,2.972599983215332
05/07/2011,12.72,227.9,3.69,4.51,139524.0,9.0,3.156841568622,0.07,-46070.0,225.922,1996.0,9338.7,94.4958,459477.0,296.0,139.72799999999998,311.77,623.0,1512.300048828125,96.88999938964844,111.7699966430664,4.36299991607666,2.977400064468384
06/07/2011,12.72,227.9,3.69,4.51,139524.0,9.0,3.156841568622,0.07,-46070.0,225.922,1996.0,9338.7,94.4958,459477.0,296.0,139.72799999999998,311.77,623.0,1528.699951171875,96.6500015258789,113.62000274658203,4.2170000076293945,2.9976000785827637
