Date,"('^GSPC', 'Open')","('^GSPC', 'High')","('^GSPC', 'Low')","('^GSPC', 'Close')","('^GSPC', 'Volume')",Bollinger_Bands_Upper,Bollinger_Bands_Middle,Bollinger_Bands_Lower,DEMA,Midpoint,Midpoint_Price,T3_Moving_Average,ADX,Absolute_Price_Oscillator,Aroon_Up,Aroon_Down,Aroon_Oscillator,Balance_of_Power,CCI,Chande_Momentum_Oscillator,MACD,MACD_Signal,MACD_Histogram,Money_Flow_Index,Normalized_Average_True_Range,Chaikin_A/D_Line,Chaikin_A/D_Oscillator,Median_Price,Typical_Price,Weighted_Closing_Price,Hilbert_Dominant_Cycle_Phase,Hilbert_Phasor_Components_Inphase,Hilbert_Phasor_Components_Quadrature,Hilbert_SineWave,Hilbert_LeadSineWave,Hilbert_Trend_vs_Cycle_Mode,Open,High,Low,Close,Volume,Domestic Auto Production,Employment Level,Unemployment Rate,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Industrial Production: Total Index,M1,M2,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States
2010-12-01,1186.5999755859375,1207.6099853515625,1186.5999755859375,1206.0699462890625,4548110000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,20.684999465942383,20.52500057220459,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,-0.3871001482812291,52.195412113091706,28.002224724157994,0.0,0.0,0.0,62.618292118113914,0.3099994659423828,-133693.6128321715,-93661.96974773158,21.260000228881836,20.503333409627277,20.492499828338623,1.290285879984437,20.459999084472663,71.01526422971152,0.960914248253183,0.8752287924598174,0,20.579999923706055,20.68000030517578,20.3700008392334,20.459999084472656,318800,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-02,1206.81005859375,1221.8900146484375,1206.81005859375,1221.530029296875,4970800000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,20.684999465942383,20.690000534057617,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,0.8750009934116941,52.195412113091706,28.002224724157994,0.035897496758703795,0.0071794993517407596,0.028717997406963035,62.618292118113914,0.32214232853480745,-28643.84052213168,-93661.96974773158,21.260000228881836,20.763333638509113,20.800000190734863,1.1482613991492379,20.90999984741211,46.506304233246205,0.9120523644856063,0.9348843445828197,1,20.489999771118164,20.93000030517578,20.450000762939453,20.90999984741211,114600,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-03,1219.9300537109375,1225.5699462890625,1216.8199462890625,1224.7099609375,3735780000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.005000114440918,20.980000495910645,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,0.8157898699486527,52.195412113091706,28.002224724157994,0.07876996563397753,0.021497592608188117,0.057272373025789414,62.618292118113914,0.3262749594085071,36282.55673931119,-93661.96974773158,21.260000228881836,21.020000457763672,21.040000438690186,1.1495055575377355,21.100000381469734,47.0854323235462,0.9125618551594495,0.9344420040249379,0,20.790000915527344,21.170000076293945,20.790000915527344,21.100000381469727,102800,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-06,1223.8699951171875,1225.800048828125,1220.6700439453125,1223.1199951171875,3527370000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.1850004196167,21.204999923706055,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,0.7391322375731852,52.195412113091706,28.002224724157994,0.1250231029969271,0.04220269468593592,0.08282040831099118,62.618292118113914,0.3193981438962086,103148.45659501583,-93661.96974773158,21.260000228881836,21.226666768391926,21.237500190734863,1.069067537298248,21.270000457763672,38.77499859977797,0.8767524250467291,0.9600349184177468,1,21.100000381469727,21.31999969482422,21.09000015258789,21.270000457763672,118300,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-07,1227.25,1235.050048828125,1223.25,1223.75,6970630000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.385000228881836,21.610000610351562,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,6.93890052135844e-16,52.195412113091706,28.002224724157994,0.17818409315487926,0.06939897437972459,0.10878511877515468,62.618292118113914,0.33229827647505084,-36552.45178063685,-93661.96974773158,21.260000228881836,21.573333740234375,21.55500030517578,1.0707005883817484,21.5,39.346532240228385,0.8775366584282618,0.9595765797351584,0,21.5,21.770000457763672,21.450000762939453,21.5,203200,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-08,1225.02001953125,1228.9300537109375,1219.5,1228.280029296875,4607590000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.484999656677246,21.545000076293945,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,-0.30435539780737303,52.195412113091706,28.002224724157994,0.2154106364447408,0.09860130679272783,0.11680932965201296,62.618292118113914,0.32499122402942776,-197967.45849783454,-93661.96974773158,21.260000228881836,21.519999821980793,21.50749969482422,1.0142632804607534,21.469999313354496,34.51045453341314,0.8490916133605723,0.9739244957299792,1,21.540000915527344,21.65999984741211,21.43000030517578,21.469999313354492,247500,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-09,1230.1400146484375,1234.7099609375,1226.8499755859375,1233.0,4522510000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.47499942779541,21.449999809265137,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,-0.31818142410029115,52.195412113091706,28.002224724157994,0.24291964860321968,0.12746497515482622,0.11545467344839347,62.618292118113914,0.31749180183836095,-161176.76205331687,-93661.96974773158,21.260000228881836,21.459999720255535,21.464999675750732,1.0187470575339364,21.479999542236328,34.874185529136476,0.8514516058482032,0.9728974639666598,0,21.549999237060547,21.559999465942383,21.34000015258789,21.479999542236328,134900,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
2010-12-10,1233.8499755859375,1240.4000244140625,1232.5799560546875,1240.4000244140625,4547310000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.505000114440918,21.43000030517578,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,7.40150565383663e-16,52.195412113091706,28.002224724157994,0.2656926736534331,0.1551105148545476,0.11058215879888547,62.618292118113914,0.31624233292565995,-58909.445191040504,-93661.96974773158,21.260000228881836,21.46333376566569,21.480000495910645,0.9704490607503884,21.530000686645508,31.446875753718082,0.8251394839901824,0.9829268869654283,1,21.530000686645508,21.579999923706055,21.280000686645508,21.530000686645508,153400,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
2010-12-13,1242.52001953125,1246.72998046875,1240.3399658203125,1240.4599609375,4361240000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.420000076293945,21.44499969482422,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,-0.9999999999999992,52.195412113091706,28.002224724157994,0.2629569956320843,0.17667981101005495,0.08627718462202935,62.618292118113914,0.3129393418426608,-218809.44519104052,-93661.96974773158,21.260000228881836,21.399999618530273,21.3774995803833,0.9807052340994394,21.309999465942383,31.820807170961928,0.8308899952274865,0.9809881232719219,0,21.579999923706055,21.579999923706055,21.309999465942383,21.309999465942383,159900,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
2010-12-14,1241.8399658203125,1246.5899658203125,1238.1700439453125,1241.5899658203125,4132350000,21.767718557920247,21.277000141143798,20.78628172436735,21.232999801635742,21.304999351501465,21.289999961853027,21.232999801635742,35.12689729476221,-0.1484613663110963,0.0,28.57142857142857,28.57142857142857,-0.29412028700135134,52.195412113091706,28.002224724157994,0.2570192581759869,0.19274770044324135,0.06427155773274557,62.618292118113914,0.3148721206567035,-212186.36166556887,-93661.96974773158,21.260000228881836,21.293333053588867,21.294999599456787,0.9362805098841118,21.299999237060554,28.93808975132122,0.8053588086158039,0.9886388368454098,1,21.399999618530273,21.459999084472656,21.1200008392334,21.299999237060547,112600,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
