Date,"('^GSPC', 'Open')","('^GSPC', 'High')","('^GSPC', 'Low')","('^GSPC', 'Close')","('^GSPC', 'Volume')",Bollinger_Bands_Upper,Bollinger_Bands_Middle,Bollinger_Bands_Lower,DEMA,Midpoint,Midpoint_Price,T3_Moving_Average,ADX,Absolute_Price_Oscillator,Aroon_Up,Aroon_Down,Aroon_Oscillator,Balance_of_Power,CCI,Chande_Momentum_Oscillator,MACD,MACD_Signal,MACD_Histogram,Money_Flow_Index,Normalized_Average_True_Range,Chaikin_A/D_Line,Chaikin_A/D_Oscillator,Median_Price,Typical_Price,Weighted_Closing_Price,Hilbert_Dominant_Cycle_Phase,Hilbert_Phasor_Components_Inphase,Hilbert_Phasor_Components_Quadrature,Hilbert_SineWave,Hilbert_LeadSineWave,Hilbert_Trend_vs_Cycle_Mode,Open,High,Low,Close,Volume,Unemployment Rate,Total Vehicle Sales,M2,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,Employment Level,Industrial Production: Total Index,US_Manufacturing_PMI,All-Transactions House Price Index for the United States
2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.4818344116211,120.33460998535156,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.6287861383504832,-50.5277194847288,-20.04083416526544,0.0,0.0,0.0,45.46004452579483,1.2619476318359375,4248315.174298393,588170.6773614921,122.04110717773438,120.48119862874348,120.55449295043945,0.8259336013666577,120.77437591552737,130.98515176143812,0.735180963744884,0.9991785516218703,0,119.98088073730469,120.96558380126953,119.7036361694336,120.77437591552734,6095460,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.4818344116211,121.41491317749023,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.8400015960736589,-50.5277194847288,-20.04083416526544,0.11287087117165129,0.02257417423433026,0.09029669693732104,45.46004452579483,1.308382851736886,8930208.488381747,588170.6773614921,122.04110717773438,121.67303975423177,121.80210304260254,0.632959562016989,122.18929290771487,89.6450831877457,0.5915335818137506,0.9884037182621428,1,120.58317565917969,122.37093353271484,120.45889282226562,122.18929290771484,5780091,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.89292526245117,121.85946655273438,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.13445237264948073,-50.5277194847288,-20.04083416526544,0.15273246078064062,0.04860583154359233,0.1041266292370483,45.46004452579483,1.2961887048215284,5882966.585701955,588170.6773614921,122.04110717773438,121.77183024088542,121.72801208496094,0.6397729163572562,121.59655761718751,90.4910535278778,0.5970132831396449,0.9894153689985985,0,121.74951934814453,122.42829895019531,121.29063415527344,121.5965576171875,6593043,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.43403244018555,121.29063034057617,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.401788449891339,-50.5277194847288,-20.04083416526544,0.15629256729698682,0.07014317869427122,0.0861493886027156,45.46004452579483,1.2800857527262965,5740687.576481818,588170.6773614921,122.04110717773438,121.28425598144531,121.28106880187988,0.5624604832305701,121.27150726318358,76.44743015923866,0.5332692449162415,0.9752521504398792,0,121.70172119140625,121.82600402832031,120.75525665283203,121.2715072631836,3983273,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.0850830078125,121.25239181518555,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.01205224723692483,-50.5277194847288,-20.04083416526544,0.12755781151928147,0.08162610525927327,0.0459317062600082,45.46004452579483,1.30200805509155,3599506.7563184616,588170.6773614921,122.04110717773438,121.13448079427083,121.07552528381348,0.5605600100565,120.89865875244142,75.89170779812505,0.5316605859856869,0.9748302033210652,0,120.91778564453125,122.04589080810547,120.45889282226562,120.8986587524414,4803127,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.43881225585938,121.93116760253906,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.3904072150860893,-50.5277194847288,-20.04083416526544,0.18976951267728737,0.10325478674287611,0.08651472593441126,45.46004452579483,1.3326080307881358,3942085.106468776,588170.6773614921,122.04110717773438,121.94710032145183,121.9550666809082,0.5038712037546742,121.97896575927737,67.25184865689515,0.48281923864393295,0.9606323341513686,1,121.43403625488281,122.62906646728516,121.23326873779297,121.97896575927734,5001972,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.73040008544922,120.84607696533203,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.610778729260647,-50.5277194847288,-20.04083416526544,0.19669105693189692,0.12194204078068027,0.07474901615121665,45.46004452579483,1.375362285913202,8656037.530201478,588170.6773614921,122.04110717773438,121.05799611409505,121.16395568847656,0.5114014482694166,121.48183441162108,68.17561722890767,0.48939987335846286,0.9626971521372159,0,120.5066909790039,121.64435577392578,120.04779815673828,121.4818344116211,5919000,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,121.52485656738281,121.76864242553711,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.1190471666444991,-50.5277194847288,-20.04083416526544,0.20673635939611756,0.13890090450376774,0.06783545489234982,45.46004452579483,1.363163709373364,6987946.530201478,588170.6773614921,122.04110717773438,121.70172119140625,121.66826057434082,0.46454953037218477,121.56787872314455,60.92105706831431,0.44802011649363616,0.9489681247332831,1,121.42447662353516,122.37093353271484,121.16635131835938,121.56787872314453,5004273,9.8,10.315,8527.6,216.741,1699.8,138581.0,89.5046,394215.0,326.15
2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,122.24187469482422,122.51433944702148,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.7867667337562128,-50.5277194847288,-20.04083416526544,0.31978276154465846,0.17507727591194588,0.14470548563271257,45.46004452579483,1.3798347027886595,9945415.667832846,588170.6773614921,122.04110717773438,122.64818318684895,122.7151050567627,0.46701800309533914,122.91587066650392,61.97665509818527,0.4502256218435147,0.9497437199221748,0,121.8929214477539,123.16443634033203,121.86424255371094,122.9158706665039,4788274,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,123.15305209281773,121.55449295043945,119.95593380806118,121.64913864135742,122.36615753173828,122.47610092163086,121.64913864135747,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.6530620554309189,-50.5277194847288,-20.04083416526544,0.31700411196572986,0.20346264312270268,0.11354146884302718,45.46004452579483,1.415118094379369,5516792.9205537,588170.6773614921,122.04110717773438,122.25621541341145,122.14627265930176,0.4456116576116881,121.81644439697267,58.18613045094186,0.43100988842783217,0.9428258416072263,0,123.04015350341797,123.41300201416016,121.53919982910156,121.81644439697266,6289912,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-03,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,3951320000,123.15305209281773,121.55449295043945,119.95593380806118,121.5337849703702,121.55831909179688,121.7495231628418,121.6409797906876,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.6343225360752293,-50.5277194847288,-20.04083416526544,0.2700321399659913,0.2167765424913604,0.05325559747463088,45.46004452579483,1.4055435536326844,828087.4084134847,-1461294.7420744384,122.04110717773438,121.59974670410156,121.52485847473145,0.44477157640378073,121.30019378662112,57.81444005992948,0.43025169149845277,0.9425455217994853,0,122.11280822753906,122.39006042480469,121.1089859008789,121.3001937866211,6683940,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-04,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,3945010000,123.15305209281773,121.55449295043945,119.95593380806118,121.39827433814685,121.22370910644531,120.7170181274414,121.61899749226728,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.21875187039881877,-50.5277194847288,-20.04083416526544,0.21795076404112024,0.21701138680131238,0.0009393772398078593,45.46004452579483,1.4144070546845908,4377318.429780921,-1037566.65758364,122.04110717773438,120.86042022705078,120.93212127685547,0.41579133213220415,121.14722442626952,53.49061814492752,0.40391396501907967,0.9324694494238747,0,121.4818344116211,121.4818344116211,119.95220184326172,121.14722442626953,6309786,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-05,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,4133000000,123.15305209281773,121.55449295043945,119.95593380806118,121.46676511069509,121.40057373046875,121.69694137573242,121.59520254442464,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,0.15686857464753515,-50.5277194847288,-20.04083416526544,0.21508289965264282,0.21662568937157847,-0.0015427897189356499,45.46004452579483,1.3700567513226334,3243980.7238488635,-1130506.5605809093,122.04110717773438,121.68260192871094,121.6754322052002,0.41527783952244807,121.65392303466798,53.63971297533744,0.4034441703017431,0.9322838278870649,0,121.57743835449219,121.94072723388672,121.45315551757812,121.65392303466797,6422649,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-08,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,3774680000,123.15305209281773,121.55449295043945,119.95593380806118,121.25332615791581,121.25239181518555,121.34799194335938,121.55679017008845,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.5701785089254461,-50.5277194847288,-20.04083416526544,0.14632294923539746,0.20256514134434228,-0.05624219210894482,45.46004452579483,1.3500426268559498,-2671706.1488147704,-2948018.1112381383,122.04110717773438,121.18228149414062,121.09942626953125,0.3984898765517618,120.85086059570314,50.879939144413086,0.38802698300411675,0.9260800710527918,0,121.47227478027344,121.8929214477539,120.80306243896484,120.85086059570312,6484468,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-09,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,5185570000,123.15305209281773,121.55449295043945,119.95593380806118,120.82534528609449,120.43976974487305,120.21510696411133,121.48206577632817,12.276113563015844,0.32063552660819994,100.0,64.28571428571428,-35.71428571428572,-0.6605556979170478,-189.58902497506477,-20.04083416526544,0.025196550921521066,0.16709142325977805,-0.14189487233825698,41.13768234369712,1.3362384433388954,-5489477.015857272,-4320107.374998879,122.04110717773438,120.15296427408855,120.12189292907715,0.39500307407566665,120.02867889404298,50.04180955190441,0.38481102616770574,0.9247587792910371,0,120.7170181274414,120.73613739013672,119.69407653808594,120.02867889404297,7875125,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-10,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,5469120000,123.15305209281773,121.55449295043945,119.95593380806118,120.53463359822166,120.06214141845703,120.25334930419922,121.37042285978214,12.276113563015844,0.32063552660819994,92.85714285714286,57.14285714285714,-35.71428571428572,-0.32173985454949183,-143.68863764501688,-18.64355092361243,-0.06465143874460466,0.12074285085890152,-0.18539428960350618,42.10509675958314,1.3193232880669208,-7565440.448100652,-5149213.404523996,122.04110717773438,120.20076751708984,120.17447662353516,0.36352141080371014,120.09560394287108,45.68779350644365,0.3555677194930744,0.9123220672330443,0,120.44933319091797,120.80306243896484,119.7036361694336,120.0956039428711,7234345,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-11,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,4669060000,123.15305209281773,121.55449295043945,119.95593380806118,120.9512707269081,121.04206466674805,121.18546676635742,121.27393759041746,12.276113563015844,0.32063552660819994,85.71428571428572,50.0,-35.71428571428572,0.8999988599528022,10.628590568197785,12.411440216483896,0.016693886423212234,0.09993305797176368,-0.08323917154855144,43.24704347921266,1.3746351221224087,-936162.5423787544,-2910967.1370978495,122.04110717773438,121.45315297444661,121.58699607849121,0.3540318144761007,121.98852539062501,45.08748240997062,0.3466823867079297,0.9083953104026661,0,120.181640625,122.18929290771484,120.181640625,121.988525390625,8286621,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-12,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,4928160000,123.15305209281773,121.55449295043945,119.95593380806118,121.37192064623557,122.15105056762695,122.3135757446289,121.22237452493908,12.276113563015844,0.32063552660819994,78.57142857142857,42.85714285714286,-35.71428571428571,0.03488177870160748,100.04477323638514,16.455413891552183,0.1061656778407638,0.1011795819455637,0.004986095895200104,48.81170626238753,1.33517361856121,-936162.5423787544,-1730687.5606873487,122.04110717773438,122.3135757446289,122.3135757446289,0.34450330645380745,122.31357574462893,43.88755437749435,0.33772920944590407,0.9043701461344525,0,122.28489685058594,122.72466278076172,121.9024887084961,122.3135757446289,5407297,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-15,1148.530029296875,1150.97998046875,1141.449951171875,1150.510009765625,4164110000,123.15305209281773,121.55449295043945,119.95593380806118,121.6498770172302,122.26099395751953,122.18929290771484,121.22020092707953,12.276113563015844,0.32063552660819994,71.42857142857143,35.71428571428571,-35.71428571428572,0.4056585307093493,75.28260066909706,14.611717802371691,0.16666567741438598,0.11427680103932816,0.05238887637505782,48.84400536160373,1.3121884999502529,-758641.3859184228,-1034026.6786740976,122.04110717773438,122.19566599527995,122.1988525390625,0.341035055061506,122.20841217041017,43.37199477608396,0.3344627163160473,0.9028846373498659,0,121.79732513427734,122.69598388671875,121.68260192871094,122.20841217041016,4704594,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
2010-03-16,1150.8299560546875,1160.280029296875,1150.3499755859375,1159.4599609375,4369770000,123.15305209281773,121.55449295043945,119.95593380806118,122.11988614303084,122.60994338989258,122.52867889404297,121.28048233137878,12.276113563015844,0.32063552660819994,64.28571428571428,28.57142857142857,-35.71428571428571,0.46853619063563834,115.51467602460737,24.448266440440005,0.27622859896453633,0.1466671606243698,0.12956143834016653,49.69419525094051,1.316111550386284,3773763.5641904,787102.2279726848,122.04110717773438,122.68961079915364,122.77007675170898,0.32836861712909376,123.01147460937503,41.91039095993317,0.32249924059947443,0.8973672696977711,1,122.37093353271484,123.21223449707031,121.84512329101562,123.011474609375,6417105,9.9,11.772,8523.7,217.631,1711.9,138751.0,90.1356,400659.0,326.15
