Date,"('^GSPC', 'Open')","('^GSPC', 'High')","('^GSPC', 'Low')","('^GSPC', 'Close')","('^GSPC', 'Volume')",Bollinger_Bands_Upper,Bollinger_Bands_Middle,Bollinger_Bands_Lower,DEMA,Midpoint,Midpoint_Price,T3_Moving_Average,ADX,Absolute_Price_Oscillator,Aroon_Up,Aroon_Down,Aroon_Oscillator,Balance_of_Power,CCI,Chande_Momentum_Oscillator,MACD,MACD_Signal,MACD_Histogram,Money_Flow_Index,Normalized_Average_True_Range,Chaikin_A/D_Line,Chaikin_A/D_Oscillator,Median_Price,Typical_Price,Weighted_Closing_Price,Hilbert_Dominant_Cycle_Phase,Hilbert_Phasor_Components_Inphase,Hilbert_Phasor_Components_Quadrature,Hilbert_SineWave,Hilbert_LeadSineWave,Hilbert_Trend_vs_Cycle_Mode,Open,High,Low,Close,Volume,Unemployment Rate,Industrial Production: Total Index,M2,Total Vehicle Sales,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,Employment Level,Domestic Auto Production,New One Family Houses Sold
2010-07-12,1077.22998046875,1080.780029296875,1070.449951171875,1078.75,3426990000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.390000343322754,29.770000457763672,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,-0.322916418313743,38.66687403796476,23.63437781749656,0.0,0.0,0.0,70.91303505912958,0.9599990844726562,-2394441.891376392,1426247.4500651732,30.68000030517578,29.68333371480306,29.640000343322754,0.7772927779084721,29.51000022888184,29.03545634261632,0.7013522435321021,0.999967151542876,0,29.81999969482422,30.25,29.290000915527344,29.510000228881836,4420500,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-13,1080.6500244140625,1099.4599609375,1080.6500244140625,1095.3399658203125,4640460000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.390000343322754,30.734999656677246,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,0.7185632982739069,38.66687403796476,23.63437781749656,0.14039887865724054,0.02807977573144811,0.11231910292579243,70.91303505912958,1.0385705402919225,2318306.2673469866,1426247.4500651732,30.68000030517578,30.913333257039387,31.00250005722046,0.5619781982693508,31.270000457763675,19.69099198997606,0.5328611960853169,0.9751454059631175,1,30.06999969482422,31.56999969482422,29.899999618530273,31.270000457763672,7355400,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-14,1095.6099853515625,1099.0799560546875,1087.6800537109375,1095.1700439453125,4521050000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.905000686645508,31.104999542236328,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,-0.46327654392827494,38.66687403796476,23.63437781749656,0.1905644311743231,0.06057670682002311,0.12998772435429998,70.91303505912958,1.0908155343970476,-2865315.3859035876,1426247.4500651732,30.68000030517578,30.916666666666668,30.822500228881836,0.5935015287901664,30.540000915527333,20.603471546186114,0.5592671689926411,0.9816442727724177,0,31.360000610351562,31.989999771118164,30.219999313354492,30.540000915527344,8119500,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-15,1094.4599609375,1098.6600341796875,1080.530029296875,1096.47998046875,4552470000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.530000686645508,30.40499973297119,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,-0.3043462636727763,38.66687403796476,23.63437781749656,0.22610077419459884,0.09368152029493826,0.13241925389966058,70.91303505912958,1.0621858915156597,-847437.5633753298,1426247.4500651732,30.68000030517578,30.44333330790202,30.46250009536743,0.5164381741313053,30.520000457763675,17.330536486191207,0.49378597171864613,0.9640477786550837,1,30.729999542236328,30.75,30.059999465942383,30.520000457763672,6053600,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-16,1093.8499755859375,1093.8499755859375,1063.3199462890625,1064.8800048828125,5297350000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,29.875,29.914999961853027,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,-0.9574458875044469,38.66687403796476,23.63437781749656,0.14845993544540192,0.104637203325031,0.043822732120370925,70.91303505912958,1.0870298817474513,-6125626.426502269,1426247.4500651732,30.68000030517578,29.68666648864746,29.572499752044678,0.532351228763983,29.22999954223633,17.218801646565815,0.507560598774195,0.9681541015888726,0,30.579999923706055,30.6200008392334,29.209999084472656,29.229999542236328,5432300,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-19,1066.8499755859375,1074.699951171875,1061.1099853515625,1071.25,4089500000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,29.635000228881836,29.739999771118164,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,0.8142871156015502,38.66687403796476,23.63437781749656,0.15055386152613437,0.11382053496525169,0.036733326560882684,70.91303505912958,1.0708135052191734,-2927617.712653298,1426247.4500651732,30.68000030517578,29.84000015258789,29.890000343322754,0.42547757285683635,30.04000091552735,13.612886912460816,0.41275582207706923,0.935924794633508,1,29.469999313354492,30.09000015258789,29.389999389648438,30.040000915527344,3731000,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-20,1064.530029296875,1083.93994140625,1056.8800048828125,1083.47998046875,4713280000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.25,29.72000026702881,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,0.653845448465501,38.66687403796476,23.63437781749656,0.18398281581834297,0.12785299113586995,0.05612982468247302,70.91303505912958,1.1057553595565455,1478317.7804270592,1426247.4500651732,30.68000030517578,29.96666653951009,30.089999675750732,0.44991316364529416,30.459999084472663,14.710594759629183,0.4348873409274145,0.9442507455986476,0,29.440000534057617,30.5,28.940000534057617,30.459999084472656,4644100,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-21,1086.6700439453125,1088.9599609375,1065.25,1069.5899658203125,4747180000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.084999084472656,30.230000495910645,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,-0.8518519826713831,38.66687403796476,23.63437781749656,0.14824786187841354,0.13193196528437867,0.016315896594034873,70.91303505912958,1.1039156855672247,-3474310.827155359,1426247.4500651732,30.68000030517578,30.05666669209798,29.96999979019165,0.3919614016153439,29.709999084472653,12.2806156503771,0.3820018007735433,0.9235969832159632,0,30.6299991607666,30.770000457763672,29.690000534057617,29.709999084472656,5143100,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-22,1072.1400146484375,1097.5,1072.1400146484375,1093.6700439453125,4826900000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,30.269999504089355,30.52999973297119,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,0.6545446033323105,38.66687403796476,23.63437781749656,0.20790575281157686,0.1471267227898183,0.06077903002175855,70.91303505912958,1.1229217679719514,-998328.293434314,1426247.4500651732,30.68000030517578,30.62999979654948,30.679999828338623,0.36836375142459277,30.82999992370605,11.89982353853959,0.36008942927652565,0.9142941728829994,0,30.110000610351562,31.079999923706055,29.979999542236328,30.829999923706055,4539300,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-23,1092.1700439453125,1103.72998046875,1087.8800048828125,1102.6600341796875,4524570000,33.18564507514183,31.112499904632568,29.039354734123307,30.330000114440917,31.010000228881836,30.78499984741211,30.33000011444092,26.95045034782275,0.34076920533791366,42.85714285714286,78.57142857142857,35.71428571428571,0.5052642779988518,38.66687403796476,23.63437781749656,0.28099496672957613,0.17390037157776989,0.10709459515180625,70.91303505912958,1.1105702676124873,1588899.278372285,1426247.4500651732,30.68000030517578,30.920000076293945,30.987500190734863,0.3367226151404477,31.190000534057614,10.918173581322957,0.330395536772305,0.9010224032744274,1,30.709999084472656,31.260000228881836,30.309999465942383,31.190000534057617,3034400,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
