Date,"('^GSPC', 'Open')","('^GSPC', 'High')","('^GSPC', 'Low')","('^GSPC', 'Close')","('^GSPC', 'Volume')",Bollinger_Bands_Upper,Bollinger_Bands_Middle,Bollinger_Bands_Lower,DEMA,Midpoint,Midpoint_Price,T3_Moving_Average,ADX,Absolute_Price_Oscillator,Aroon_Up,Aroon_Down,Aroon_Oscillator,Balance_of_Power,CCI,Chande_Momentum_Oscillator,MACD,MACD_Signal,MACD_Histogram,Money_Flow_Index,Normalized_Average_True_Range,Chaikin_A/D_Line,Chaikin_A/D_Oscillator,Median_Price,Typical_Price,Weighted_Closing_Price,Hilbert_Dominant_Cycle_Phase,Hilbert_Phasor_Components_Inphase,Hilbert_Phasor_Components_Quadrature,Hilbert_SineWave,Hilbert_LeadSineWave,Hilbert_Trend_vs_Cycle_Mode,Open,High,Low,Close,Volume,Domestic Auto Production,Employment Level,Unemployment Rate,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Industrial Production: Total Index,M1,M2,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States
2010-12-01,1186.5999755859375,1207.6099853515625,1186.5999755859375,1206.0699462890625,4548110000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.331250190734863,11.299107074737549,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,0.41091421080739915,67.34638134532787,43.8113672944949,0.0,0.0,0.0,64.47968116277217,0.09821414947509766,8397914.729329515,-187972709.93499523,11.538571834564209,11.299404780069986,11.299553632736206,0.6526874406230132,11.30000019073486,8.638326186900237,0.607323645671505,0.991206848917325,0,11.259642601013184,11.348214149475098,11.25,11.300000190734863,461750800,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-02,1206.81005859375,1221.8900146484375,1206.81005859375,1221.530029296875,4970800000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.331250190734863,11.319463729858398,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,0.15085501182463162,67.34638134532787,43.8113672944949,0.004985754985753488,0.0009971509971506975,0.00398860398860279,64.47968116277217,0.10168354851858957,279798605.0331316,-187972709.93499523,11.538571834564209,11.33380921681722,11.34098196029663,0.5257504427052642,11.362500190734863,6.592780896876708,0.501862239519911,0.9664804823266726,0,11.340356826782227,11.39285659790039,11.246070861816406,11.362500190734863,462837200,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-03,1219.9300537109375,1225.5699462890625,1216.8199462890625,1224.7099609375,3735780000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.3498215675354,11.339107036590576,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,0.18614678580924088,67.34638134532787,43.8113672944949,0.0068123552762671125,0.0021601918529739806,0.004652163423293132,64.47968116277217,0.10031325963078715,263509978.17981339,-187972709.93499523,11.538571834564209,11.338452339172363,11.338124990463257,0.5231864145668262,11.33714294433594,6.539270686113092,0.4996428423709302,0.9658190172798946,0,11.321785926818848,11.380356788635254,11.297857284545898,11.337142944335938,342092800,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-06,1223.8699951171875,1225.800048828125,1220.6700439453125,1223.1199951171875,3527370000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.385536193847656,11.441964626312256,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,0.3861924371871308,67.34638134532787,43.8113672944949,0.015886679012568905,0.004905489284892966,0.01098118972767594,64.47968116277217,0.1056225636957686,211898161.76890558,-187972709.93499523,11.538571834564209,11.439286231994629,11.437947034835815,0.4684408523167069,11.433929443359375,5.785636836023703,0.45149564884131305,0.9501881508075453,1,11.380000114440918,11.511786460876465,11.372142791748047,11.433929443359375,448481600,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-07,1227.25,1235.050048828125,1223.25,1223.75,6970630000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.399286270141602,11.466249942779541,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,-0.9523075173433413,67.34638134532787,43.8113672944949,0.017288031181335484,0.00738199766418147,0.009906033517154014,64.47968116277217,0.1130524846177854,-167553563.87649417,-187972709.93499523,11.538571834564209,11.43238099416097,11.415446519851685,0.4696276277154044,11.364643096923828,5.767528306154831,0.45255425866753346,0.9505573720358214,0,11.564286231994629,11.571070671081543,11.361429214477539,11.364643096923828,391454000,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-08,1225.02001953125,1228.9300537109375,1219.5,1228.280029296875,4607590000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.414642810821533,11.39517879486084,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,0.3529427833854643,67.34638134532787,43.8113672944949,0.026166104400587642,0.011138819011462704,0.015027285389124938,64.47968116277217,0.11495178682037942,152733068.72700524,-187972709.93499523,11.538571834564209,11.418333371480307,11.429910659790039,0.42777502660443767,11.464642524719242,5.227083694553655,0.41484734762697145,0.936731486890042,1,11.415356636047363,11.46500015258789,11.325357437133789,11.464642524719238,321935600,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.81,4.46
2010-12-09,1230.1400146484375,1234.7099609375,1226.8499755859375,1233.0,4522510000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.442321300506592,11.455713748931885,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,-0.6810386501231556,67.34638134532787,43.8113672944949,0.029262449590854445,0.014763545127341052,0.014498904463513393,64.47968116277217,0.11561849475728173,-16316465.326078236,-187972709.93499523,11.538571834564209,11.443809191385904,11.437856912612915,0.43249598163155495,11.420000076293945,5.271991204552167,0.4191382633523123,0.9383736064747454,0,11.504643440246582,11.51785659790039,11.393570899963379,11.420000076293945,294151200,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
2010-12-10,1233.8499755859375,1240.4000244140625,1232.5799560546875,1240.4000244140625,4547310000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.434285640716553,11.42232084274292,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,0.37142919423221543,67.34638134532787,43.8113672944949,0.03363406422511517,0.018537648946895875,0.015096415278219293,64.47968116277217,0.11361007171780374,141191399.12444547,-187972709.93499523,11.538571834564209,11.431070963541666,11.43544602394104,0.3979447372718976,11.44857120513916,4.812666437059655,0.3875244988384171,0.9258742376623798,1,11.416070938110352,11.466071128845215,11.378570556640625,11.44857120513916,262511200,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
2010-12-13,1242.52001953125,1246.72998046875,1240.3399658203125,1240.4599609375,4361240000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.468392372131348,11.536786079406738,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,-0.6650311751861303,67.34638134532787,43.8113672944949,0.039838175675496856,0.022797754292616074,0.017040421382880783,64.47968116277217,0.11697471682006162,-153469200.95447907,-187972709.93499523,11.538571834564209,11.52059523264567,11.512499809265137,0.39959731901545575,11.488213539123535,4.851686690834181,0.38904741699830736,0.9264973710786933,0,11.584643363952637,11.609286308288574,11.464285850524902,11.488213539123535,439815600,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
2010-12-14,1241.8399658203125,1246.5899658203125,1238.1700439453125,1241.5899658203125,4132350000,11.669297734693107,11.475839328765868,11.28238092283863,11.405857181549072,11.463571071624756,11.456071376800537,11.405857181549074,34.76891076149716,0.13600048040732382,7.14285714285714,57.14285714285714,50.0,-0.4067782546710819,67.34638134532787,43.8113672944949,0.04031338868467493,0.02630088117102785,0.014012507513647084,64.47968116277217,0.11765006260436386,-248656599.46546564,-187972709.93499523,11.538571834564209,11.45035711924235,11.447499990463257,0.37770437039217697,11.438928604125977,4.538432702062636,0.3687876238929785,0.9180376587280322,0,11.490357398986816,11.519286155700684,11.39285659790039,11.438928604125977,351008000,203.9,139301.0,9.3,219.179,93.5916,1836.7,8822.9,3.96,4.61
